name,loc,par,if,switch,for,while,token,risk level
Lexer.prototype.tagParameters,28,0,2,1,0,1,140,without much risk
Lexer.prototype.closeIndentation,3,0,0,0,0,0,14,without much risk
Lexer.prototype.pair,12,1,2,0,0,0,83,without much risk
Lexer.prototype.getLineAndColumnFromChunk,20,1,3,0,0,0,139,without much risk
Lexer.prototype.makeToken,15,4,2,0,0,0,135,without much risk
Lexer.prototype.token,6,4,0,0,0,0,41,without much risk
Lexer.prototype.tag,4,2,0,0,0,0,40,without much risk
Lexer.prototype.value,4,2,0,0,0,0,40,without much risk
Lexer.prototype.escapeLines,3,2,0,0,0,0,21,without much risk
(anonymous),7,2,1,0,0,0,28,without much risk
Lexer.prototype.makeString,8,3,2,0,0,0,66,without much risk
Lexer.prototype.error,6,1,0,0,0,0,25,without much risk
Array,27,1,69,4,3,6,231,without much risk
(anonymous),8,0,0,0,1,0,30,without much risk
Lexer.prototype.commentToken,63,0,71,4,4,6,597,without much risk
__indexOf,1,1,0,0,0,0,47,without much risk
generate,6,2,0,0,0,0,27,without much risk
Rewriter,1,0,0,0,0,0,4,without much risk
Rewriter.prototype.rewrite,12,1,0,0,0,0,64,without much risk
Rewriter.prototype.scanTokens,9,1,0,0,0,1,51,without much risk
Rewriter.prototype.detectEnd,20,3,3,0,0,1,159,without much risk
Rewriter.prototype.removeLeadingNewlines,13,0,2,0,1,0,84,without much risk
(anonymous),8,3,1,0,0,0,65,without much risk
Rewriter.prototype.removeMidExpressionNewlines,3,0,1,0,0,0,13,without much risk
condition,4,2,0,0,0,0,46,without much risk
action,3,2,0,0,0,0,31,without much risk
(anonymous),6,2,1,0,0,0,34,without much risk
Rewriter.prototype.closeOpenCalls,6,0,1,0,0,0,28,without much risk
condition,4,2,0,0,0,0,26,without much risk
action,3,2,0,0,0,0,15,without much risk
(anonymous),6,2,1,0,0,0,34,without much risk
Rewriter.prototype.closeOpenIndexes,6,0,1,0,0,0,28,without much risk
Rewriter.prototype.matchTags,20,0,3,0,1,1,185,without much risk
Rewriter.prototype.looksObjectish,3,1,0,0,0,0,30,without much risk
Rewriter.prototype.findTagsBackwards,14,2,2,0,0,1,215,without much risk
stackTop,3,0,0,0,0,0,14,without much risk
forward,3,1,0,0,1,0,12,without much risk
inImplicit,4,0,0,0,0,0,41,without much risk
inImplicitCall,4,0,0,0,0,0,34,without much risk
inImplicitObject,4,0,0,0,0,0,34,without much risk
inImplicitControl,4,0,0,0,0,0,32,without much risk
startImplicitCall,13,1,1,0,0,0,64,without much risk
endImplicitCall,5,0,0,0,0,0,31,without much risk
startImplicitObject,18,2,2,0,0,0,93,without much risk
endImplicitObject,6,1,0,0,0,0,42,without much risk
Rewriter.prototype.addImplicitBracesAndParens,5,0,22,0,1,5,21,without much risk
(anonymous),23,3,3,0,0,0,175,without much risk
Rewriter.prototype.addLocationDataToGeneratedTokens,3,0,3,0,0,0,13,without much risk
condition,4,2,0,0,0,0,58,without much risk
action,3,2,0,0,0,0,38,without much risk
Rewriter.prototype.addImplicitIndentation,7,0,7,0,1,0,42,without much risk
condition,6,2,0,0,0,0,55,without much risk
action,5,2,1,0,0,0,42,without much risk
(anonymous),8,2,1,0,0,0,41,without much risk
Rewriter.prototype.tagPostfixConditionals,7,0,2,0,0,0,34,without much risk
Rewriter.prototype.indentation,15,1,3,0,0,0,78,without much risk
Rewriter.prototype.tag,4,1,0,0,0,0,30,without much risk
(anonymous),21,0,50,0,4,9,162,without much risk
(anonymous),25,3,50,0,5,9,389,without much risk
exports.starts,3,3,0,0,0,0,23,without much risk
exports.ends,5,3,0,0,0,0,40,without much risk
repeat,12,2,1,0,0,1,46,without much risk
exports.compact,11,1,1,0,1,0,63,without much risk
exports.count,11,2,1,0,0,1,55,without much risk
exports.merge,3,2,0,0,0,0,21,without much risk
exports.extend,8,2,0,0,1,0,37,without much risk
flatten,13,1,1,0,1,0,80,without much risk
exports.del,6,2,0,0,0,0,26,without much risk
last,3,2,0,0,0,0,23,without much risk
exports.some,10,1,1,0,1,0,55,without much risk
(anonymous),16,0,1,0,1,0,130,without much risk
exports.invertLiterate,6,1,1,0,1,0,33,without much risk
buildLocationData,12,2,1,0,0,0,47,without much risk
(anonymous),6,1,1,0,0,0,42,without much risk
exports.addLocationDataFn,3,2,1,0,0,0,11,without much risk
exports.locationDataToString,13,1,2,0,0,0,106,without much risk
exports.baseFileName,21,3,4,0,0,0,126,without much risk
exports.isCoffee,2,1,0,0,0,0,20,without much risk
(anonymous),20,3,14,0,5,2,168,without much risk
exports.isLiterate,2,1,0,0,0,0,16,without much risk
exports.throwSyntaxError,12,2,2,0,0,0,75,without much risk
colorize,3,1,0,0,0,0,12,without much risk
exports.prettyErrorMessage,18,4,2,0,0,0,219,without much risk
trace,1,0,0,0,0,0,4,without much risk
(anonymous),6,0,0,0,0,0,67,without much risk
(anonymous),4,0,0,0,0,0,21,without much risk
(anonymous),7,0,1,0,0,0,93,without much risk
parseError,5,2,0,0,0,0,25,without much risk
popStack,5,1,0,0,0,0,37,without much risk
lex,8,0,1,0,0,0,42,without much risk
-,25,1,3,0,0,0,244,without much risk
-,2,1,3,0,0,0,32,without much risk
Parser,1,0,0,0,0,0,11,without much risk
ctor,1,0,0,0,0,0,10,without much risk
__extends,1,2,0,0,0,0,68,without much risk
__indexOf,1,1,0,0,0,0,47,without much risk
YES,3,0,0,0,0,0,7,without much risk
NO,3,0,0,0,0,0,7,without much risk
THIS,3,0,0,0,0,0,7,without much risk
NEGATE,4,0,0,0,0,0,16,without much risk
CodeFragment,6,2,0,0,0,0,65,without much risk
CodeFragment.prototype.toString,3,0,0,0,0,0,29,without much risk
(anonymous),5,0,0,0,0,0,19,without much risk
(anonymous),9,0,0,0,1,0,56,without much risk
fragmentsToText,4,1,0,0,1,0,23,without much risk
Base,1,0,0,0,0,0,4,without much risk
Base.prototype.compile,3,2,0,0,0,0,20,without much risk
Base.prototype.compileToFragments,14,2,2,0,0,0,88,without much risk
Base.prototype.compileClosure,8,1,1,0,0,0,46,without much risk
Base.prototype.cache,15,3,2,0,0,0,116,without much risk
Base.prototype.cacheToCodeFragments,3,1,0,0,0,0,24,without much risk
Base.prototype.makeReturn,9,1,1,0,0,0,51,without much risk
(anonymous),6,1,1,0,0,0,21,without much risk
Base.prototype.contains,6,1,1,0,0,0,26,without much risk
Base.prototype.lastNonComment,10,1,1,0,0,1,44,without much risk
(anonymous),3,1,0,0,0,0,17,without much risk
Base.prototype.toString,15,2,3,0,0,0,69,without much risk
Base.prototype.eachChild,20,1,3,0,2,0,134,without much risk
(anonymous),7,1,1,0,0,0,33,without much risk
Base.prototype.traverseChildren,3,2,1,0,0,0,16,without much risk
Base.prototype.invert,3,0,0,0,0,0,13,without much risk
Base.prototype.unwrapAll,8,0,0,0,0,1,32,without much risk
(anonymous),3,1,0,0,0,0,13,without much risk
Base.prototype.updateLocationDataIfMissing,4,1,0,0,0,0,26,without much risk
Base.prototype.error,3,1,0,0,0,0,15,without much risk
Base.prototype.makeCode,3,1,0,0,0,0,14,without much risk
Base.prototype.wrapInBraces,3,1,0,0,0,0,28,without much risk
Base.prototype.joinFragmentArrays,12,2,1,0,1,0,85,without much risk
(anonymous),31,0,16,0,3,2,245,without much risk
Block,3,1,0,0,0,0,20,without much risk
Block.prototype.push,4,1,0,0,0,0,17,without much risk
Block.prototype.pop,3,0,0,0,0,0,13,without much risk
Block.prototype.unshift,4,1,0,0,0,0,17,without much risk
Block.prototype.unwrap,7,0,1,0,0,0,30,without much risk
Block.prototype.isEmpty,3,0,0,0,0,0,12,without much risk
Block.prototype.isStatement,11,1,1,0,1,0,65,without much risk
Block.prototype.jumps,10,1,1,0,1,0,62,without much risk
Block.prototype.makeReturn,15,1,2,0,0,1,88,without much risk
Block.prototype.compileToFragments,10,2,2,0,0,0,55,without much risk
(anonymous),13,0,1,0,1,0,83,without much risk
Block.prototype.compileRoot,30,1,4,0,2,0,244,without much risk
Block.wrap,6,1,1,0,0,0,35,without much risk
(anonymous),19,1,26,0,6,1,143,without much risk
Literal,3,1,0,0,0,0,11,without much risk
Literal.prototype.makeReturn,7,0,1,0,0,0,34,without much risk
Literal.prototype.isAssignable,3,0,0,0,0,0,14,without much risk
Literal.prototype.isStatement,4,0,0,0,0,0,26,without much risk
Literal.prototype.assigns,3,1,0,0,0,0,12,without much risk
Literal.prototype.jumps,8,1,2,0,0,0,74,without much risk
Literal.prototype.compileNode,6,1,0,0,0,0,101,without much risk
Literal.prototype.toString,3,0,0,0,0,0,13,without much risk
(anonymous),13,1,3,0,0,0,89,without much risk
Undefined,4,0,0,0,0,0,22,without much risk
Undefined.prototype.compileNode,3,1,0,0,0,0,23,without much risk
(anonymous),8,1,0,0,0,0,43,without much risk
Null,4,0,0,0,0,0,22,without much risk
Null.prototype.compileNode,3,0,0,0,0,0,14,without much risk
(anonymous),8,1,0,0,0,0,43,without much risk
Bool.prototype.compileNode,3,0,0,0,0,0,16,without much risk
Bool,3,1,0,0,0,0,11,without much risk
(anonymous),8,1,0,0,0,0,43,without much risk
Return,5,1,1,0,0,0,26,without much risk
Return.prototype.compileToFragments,9,2,1,0,0,0,75,without much risk
Return.prototype.compileNode,10,1,1,0,0,0,83,without much risk
(anonymous),11,1,3,0,0,0,70,without much risk
Value,11,3,2,0,0,0,54,without much risk
Value.prototype.add,4,1,0,0,0,0,21,without much risk
Value.prototype.hasProperties,3,0,0,0,0,0,13,without much risk
Value.prototype.isArray,3,0,0,0,0,0,18,without much risk
Value.prototype.isComplex,3,0,0,0,0,0,19,without much risk
Value.prototype.isAssignable,3,0,0,0,0,0,19,without much risk
Value.prototype.isSimpleNumber,3,0,0,0,0,0,22,without much risk
Value.prototype.isString,3,0,0,0,0,0,22,without much risk
Value.prototype.isAtomic,11,0,1,0,1,0,72,without much risk
Value.prototype.isStatement,3,1,0,0,0,0,22,without much risk
Value.prototype.assigns,3,1,0,0,0,0,22,without much risk
Value.prototype.jumps,3,1,0,0,0,0,22,without much risk
Value.prototype.isObject,6,1,1,0,0,0,38,without much risk
Value.prototype.isSplice,3,0,0,0,0,0,14,without much risk
Value.prototype.unwrap,7,0,1,0,0,0,25,without much risk
Value.prototype.cacheReference,21,1,4,0,0,0,221,without much risk
Value.prototype.compileNode,14,1,1,0,1,0,138,without much risk
(anonymous),26,0,3,0,1,0,226,without much risk
Value.prototype.unfoldSoak,5,1,3,0,1,0,36,without much risk
(anonymous),23,1,13,0,3,0,183,without much risk
Comment,3,1,0,0,0,0,11,without much risk
Comment.prototype.compileNode,8,2,1,0,0,0,84,without much risk
(anonymous),8,1,1,0,0,0,43,without much risk
Call,7,3,0,0,0,0,54,without much risk
Call.prototype.newInstance,10,0,1,0,0,0,65,without much risk
Call.prototype.superReference,16,1,2,0,0,0,148,without much risk
Call.prototype.superThis,5,1,0,0,0,0,32,without much risk
Call.prototype.compileNode,36,1,6,0,1,0,300,without much risk
Call.prototype.compileSplat,29,2,5,0,0,0,347,without much risk
(anonymous),12,1,23,0,2,1,84,without much risk
Extends,4,2,0,0,0,0,19,without much risk
Extends.prototype.compileToFragments,3,1,0,0,0,0,38,without much risk
(anonymous),7,1,0,0,0,0,39,without much risk
Access,5,2,0,0,0,0,29,without much risk
Access.prototype.compileToFragments,11,1,1,0,0,0,75,without much risk
(anonymous),8,1,1,0,0,0,45,without much risk
Index,3,1,0,0,0,0,11,without much risk
Index.prototype.compileToFragments,3,1,0,0,0,0,37,without much risk
Index.prototype.isComplex,3,0,0,0,0,0,13,without much risk
(anonymous),8,1,0,0,0,0,46,without much risk
Range,6,3,0,0,0,0,41,without much risk
Range.prototype.compileVariables,15,1,2,0,0,0,210,without much risk
(anonymous),5,0,0,0,1,0,62,without much risk
(anonymous),3,1,0,0,0,0,21,without much risk
hasArgs,3,1,0,0,0,0,21,without much risk
(anonymous),9,1,12,0,1,0,57,without much risk
Slice,4,1,0,0,0,0,22,without much risk
Slice.prototype.compileNode,13,1,2,0,0,0,183,without much risk
(anonymous),7,1,2,0,0,0,37,without much risk
Obj,4,2,0,0,0,0,32,without much risk
Obj.prototype.assigns,11,1,1,0,1,0,65,without much risk
(anonymous),8,1,11,0,3,0,46,without much risk
Arr,3,1,0,0,0,0,14,without much risk
(anonymous),10,0,0,0,1,0,69,without much risk
Arr.prototype.compileNode,28,1,4,0,2,0,231,without much risk
Arr.prototype.assigns,11,1,1,0,1,0,65,without much risk
(anonymous),8,1,5,0,3,0,46,without much risk
Class,7,3,0,0,0,0,49,without much risk
Class.prototype.determineName,11,0,2,0,0,0,96,without much risk
(anonymous),13,1,3,0,0,0,67,without much risk
Class.prototype.setContext,3,1,3,0,0,0,18,without much risk
Class.prototype.addBoundFunctions,9,1,0,0,1,0,109,without much risk
Class.prototype.addProperties,6,3,8,0,0,1,51,without much risk
(anonymous),19,1,3,0,1,0,139,without much risk
Class.prototype.walkBody,4,2,3,0,1,0,23,without much risk
Class.prototype.hoistDirectivePrologue,9,0,0,0,0,1,67,without much risk
Class.prototype.ensureConstructor,28,2,5,0,0,0,209,without much risk
Class.prototype.compileNode,32,1,4,0,0,0,288,without much risk
(anonymous),14,1,25,0,2,2,104,without much risk
Assign,12,4,1,0,1,0,112,without much risk
Assign.prototype.isStatement,3,1,0,0,0,0,42,without much risk
Assign.prototype.assigns,3,1,0,0,0,0,24,without much risk
Assign.prototype.unfoldSoak,3,1,0,0,0,0,15,without much risk
Assign.prototype.compileConditional,11,1,2,0,0,0,158,without much risk
Assign.prototype.compileSplice,32,1,6,0,0,0,298,without much risk
(anonymous),13,1,37,0,2,0,93,without much risk
Code,8,3,1,0,0,0,49,without much risk
Code.prototype.isStatement,3,0,0,0,0,0,11,without much risk
(anonymous),5,1,1,0,0,0,29,without much risk
(anonymous),10,0,0,0,1,0,67,without much risk
(anonymous),6,2,1,0,0,0,41,without much risk
Code.prototype.eachParamName,10,1,0,0,1,0,70,without much risk
Code.prototype.traverseChildren,5,2,1,0,0,0,29,without much risk
(anonymous),11,1,21,0,7,0,74,without much risk
Param,9,3,1,0,0,0,74,without much risk
Param.prototype.compileToFragments,3,1,0,0,0,0,17,without much risk
Param.prototype.asReference,20,1,4,0,0,0,131,without much risk
Param.prototype.isComplex,3,0,0,0,0,0,13,without much risk
atParam,7,1,1,0,0,0,40,without much risk
(anonymous),10,1,11,0,1,0,66,without much risk
Splat,3,1,0,0,0,0,21,without much risk
Splat.prototype.assigns,3,1,0,0,0,0,15,without much risk
Splat.prototype.compileToFragments,3,1,0,0,0,0,15,without much risk
Splat.prototype.unwrap,3,0,0,0,0,0,9,without much risk
(anonymous),10,0,0,0,1,0,74,without much risk
Splat.compileSplattedArray,33,3,4,0,2,1,391,without much risk
(anonymous),11,1,4,0,2,1,70,without much risk
While,4,2,0,0,0,0,47,without much risk
While.prototype.makeReturn,10,1,1,0,0,0,47,without much risk
While.prototype.addBody,4,1,0,0,0,0,14,without much risk
While.prototype.jumps,16,0,2,0,1,0,82,without much risk
While.prototype.compileNode,29,1,6,0,0,0,285,without much risk
(anonymous),11,1,9,0,1,0,76,without much risk
Op.prototype.isUnary,3,0,0,0,0,0,10,without much risk
Op.prototype.isComplex,4,0,0,0,0,0,41,without much risk
Op.prototype.isChainable,4,0,0,0,0,0,38,without much risk
Op.prototype.unfoldSoak,4,1,0,0,0,0,38,without much risk
Op.prototype.generateDo,18,1,1,0,1,0,140,without much risk
Op.prototype.compileChain,7,1,0,0,0,0,123,without much risk
Op.prototype.compileExistence,13,1,1,0,0,0,97,without much risk
Op.prototype.toString,3,1,0,0,0,0,31,without much risk
(anonymous),28,1,22,0,1,2,170,without much risk
In,4,2,0,0,0,0,19,without much risk
In.prototype.compileNode,18,1,3,0,1,0,114,without much risk
In.prototype.compileOrTest,22,1,3,0,1,0,243,without much risk
In.prototype.compileLoopTest,14,1,2,0,0,0,159,without much risk
In.prototype.toString,3,1,0,0,0,0,35,without much risk
(anonymous),11,1,8,0,2,0,74,without much risk
Try,6,4,0,0,0,0,35,without much risk
Try.prototype.jumps,4,1,0,0,0,0,40,without much risk
Try.prototype.makeReturn,9,1,2,0,0,0,50,without much risk
Try.prototype.compileNode,8,1,0,0,0,0,232,without much risk
(anonymous),10,1,2,0,0,0,67,without much risk
Throw,3,1,0,0,0,0,11,without much risk
Throw.prototype.compileNode,3,1,0,0,0,0,39,without much risk
(anonymous),10,1,0,0,0,0,61,without much risk
Existence,3,1,0,0,0,0,11,without much risk
Existence.prototype.compileNode,12,1,1,0,0,0,159,without much risk
(anonymous),8,1,1,0,0,0,45,without much risk
Parens,3,1,0,0,0,0,11,without much risk
Parens.prototype.unwrap,3,0,0,0,0,0,9,without much risk
Parens.prototype.isComplex,3,0,0,0,0,0,13,without much risk
Parens.prototype.compileNode,15,1,2,0,0,0,111,without much risk
(anonymous),9,1,2,0,0,0,55,without much risk
For,22,2,4,0,0,0,225,without much risk
(anonymous),8,1,31,0,4,0,52,without much risk
Switch,5,3,0,0,0,0,27,without much risk
Switch.prototype.jumps,16,1,2,0,1,0,119,without much risk
Switch.prototype.makeReturn,15,1,2,0,1,0,112,without much risk
(anonymous),10,1,9,0,4,0,67,without much risk
If,10,3,1,0,0,0,66,without much risk
If.prototype.bodyNode,4,0,0,0,0,0,27,without much risk
If.prototype.elseBodyNode,4,0,0,0,0,0,27,without much risk
If.prototype.addElse,9,1,1,0,0,0,49,without much risk
If.prototype.isStatement,4,1,0,0,0,0,59,without much risk
If.prototype.jumps,4,1,0,0,0,0,40,without much risk
If.prototype.compileNode,7,1,1,0,0,0,35,without much risk
If.prototype.makeReturn,8,1,1,0,0,0,86,without much risk
If.prototype.ensureBlock,7,1,1,0,0,0,28,without much risk
If.prototype.compileStatement,32,1,6,0,0,0,295,without much risk
If.prototype.compileExpression,12,1,1,0,0,0,121,without much risk
If.prototype.unfoldSoak,3,0,0,0,0,0,11,without much risk
(anonymous),17,1,12,0,0,0,131,without much risk
wrap,27,3,5,0,0,0,192,without much risk
isLiteralArguments,3,1,0,0,0,0,21,without much risk
isLiteralThis,3,1,0,0,0,0,43,without much risk
unfoldSoak,9,3,2,0,0,0,55,without much risk
"""extends""",3,0,0,0,0,0,16,without much risk
bind,3,0,0,0,0,0,7,without much risk
indexOf,3,0,0,0,0,0,7,without much risk
hasProp,3,0,0,0,0,0,7,without much risk
slice,3,0,0,0,0,0,7,without much risk
utility,6,1,0,0,0,0,33,without much risk
multident,4,2,0,0,0,0,31,without much risk
(anonymous),78,3,317,0,48,9,918,without much risk
Scope,15,3,1,0,0,0,65,without much risk
Scope.prototype.add,13,3,2,0,0,0,100,without much risk
Scope.prototype.namedMethod,7,0,1,0,0,0,49,without much risk
Scope.prototype.find,7,1,1,0,0,0,31,without much risk
Scope.prototype.parameter,6,1,1,0,0,0,36,without much risk
Scope.prototype.check,4,1,0,0,0,0,42,without much risk
Scope.prototype.temporary,7,2,1,0,0,0,64,without much risk
Scope.prototype.type,11,1,1,0,1,0,66,without much risk
Scope.prototype.freeVariable,14,2,2,0,0,1,73,without much risk
Scope.prototype.assign,7,2,0,0,0,0,33,without much risk
Scope.prototype.hasDeclarations,3,0,0,0,0,0,15,without much risk
Scope.prototype.declaredVariables,13,0,1,0,1,0,111,without much risk
Scope.prototype.assignedVariables,12,0,1,0,1,0,86,without much risk
(anonymous),17,0,12,0,3,1,124,without much risk
(anonymous),5,3,12,0,3,1,50,without much risk
(anonymous),20,1,5,0,0,0,152,without much risk
exports.fn,6,2,6,0,0,0,28,without much risk
(anonymous),3,1,0,0,0,0,27,without much risk
(anonymous),5,2,0,0,0,0,35,without much risk
'render',3,0,0,0,0,0,24,without much risk
(anonymous),3,1,0,0,0,0,14,without much risk
(anonymous),89,0,0,0,0,0,328,without much risk
foo,1,0,0,0,0,0,6,without much risk
bar,1,0,0,0,0,0,10,without much risk
baz,1,0,0,0,0,0,12,without much risk
(anonymous),14,0,0,0,0,0,57,without much risk
(anonymous),16,0,0,0,0,0,65,without much risk
(anonymous),4,0,0,0,0,0,20,without much risk
timeStack.peek,7,0,1,0,0,0,30,without much risk
timeStack.clear,3,0,0,0,0,0,15,without much risk
extractFunction,7,1,1,0,0,0,44,without much risk
Timecop.returnToPresent,4,0,0,0,0,0,6,without much risk
buildNativeDate,26,0,8,0,0,0,281,without much risk
install,3,0,0,0,0,0,12,without much risk
uninstall,3,0,0,0,0,0,12,without much risk
travel,3,0,0,0,0,0,16,without much risk
freeze,3,0,0,0,0,0,16,without much risk
returnToPresent,3,0,0,0,0,0,10,without much risk
topOfStack,3,0,0,0,0,0,11,without much risk
